Country or Territory;Station Name;WMO Station Number;National Station Id Number;Period;Statistic Description;Unit;Jan;Feb;Mar;Apr;May;Jun;Jul;Aug;Sep;Oct;Nov;Dec;Annual
UNITED STATES OF AMERICA;WICHITA/MID-CONTINENT ARPT KS;72450;148830;1961-1990;Mean Monthly Value;mm;20.1;24.4;61.7;60.5;96.8;109.5;79.5;76.7;88.6;56.4;40.4;30.5;745.1
UNITED STATES OF AMERICA;DODGE CITY/MUNICIPAL, KS;72451;142164;1961-1990;Mean Monthly Value;mm;12.4;15.7;39.6;52.1;77.0;78.7;82.3;69.3;48.5;32.5;21.1;16.5;545.7
UNITED STATES OF AMERICA;TOPEKA/MUNICIPAL ARPT KS;72456;148167;1961-1990;Mean Monthly Value;mm;24.1;26.4;62.5;78.2;113.0;140.7;91.2;98.8;96.8;77.7;49.0;36.3;894.7
UNITED STATES OF AMERICA;CONCORDIA/BLOSSER MUNI AP KS;72458;141767;1961-1990;Mean Monthly Value;mm;14.7;19.0;55.9;58.7;109.0;114.0;92.7;89.9;76.5;50.5;28.7;21.3;730.9
UNITED STATES OF AMERICA;ALAMOSA/BERGMAN FIELD CO;72462;50130;1961-1990;Mean Monthly Value;mm;6.6;7.4;11.4;12.4;16.3;17.0;30.2;28.4;22.6;17.8;10.9;11.2;192.2
UNITED STATES OF AMERICA;PUEBLO/MEMORIAL AP, CO;72464;56740;1961-1990;Mean Monthly Value;mm;8.1;7.9;19.8;22.4;31.8;31.8;53.1;50.5;22.9;14.5;10.9;10.7;284.4
UNITED STATES OF AMERICA;GOODLAND/RENNER FIELD KS;72465;143153;1961-1990;Mean Monthly Value;mm;10.4;9.9;30.0;33.0;88.6;81.0;72.9;45.7;39.9;22.9;17.5;10.4;462.2
UNITED STATES OF AMERICA;COLORADO SPRINGS/MUNICIPAL AP,CO;72466;51778;1961-1990;Mean Monthly Value;mm;7.4;10.2;23.9;30.2;54.6;57.2;73.7;76.7;33.8;21.3;11.9;11.7;412.6
UNITED STATES OF AMERICA;DENVER/STAPLETON INT'L AP CO;72469;52220;1961-1990;Mean Monthly Value;mm;12.7;14.5;32.5;43.4;61.0;45.5;48.5;38.4;31.5;24.9;22.1;16.3;391.3
UNITED STATES OF AMERICA;GRAND JUNCTION/WALKER FIELD CO;72476;53488;1961-1990;Mean Monthly Value;mm;14.2;12.2;22.9;19.0;22.1;12.7;16.5;20.6;20.8;24.9;18.0;15.5;219.4
UNITED STATES OF AMERICA;BISHOP/ARPT CA;72480;40822;1961-1990;Mean Monthly Value;mm;28.2;24.1;9.9;6.6;7.4;4.6;5.8;4.6;6.1;3.3;14.5;21.3;136.4
UNITED STATES OF AMERICA;SACRAMENTO/EXECUTIVE ARPT CA;72483;47630;1961-1990;Mean Monthly Value;mm;94.7;72.9;65.3;29.5;6.9;3.0;1.3;1.8;9.4;27.4;69.1;63.8;445.1
UNITED STATES OF AMERICA;ELY/YELLAND, NV;72486;262631;1961-1990;Mean Monthly Value;mm;17.8;16.5;24.4;25.4;29.2;22.4;17.5;21.1;25.7;22.6;17.0;17.8;257.4
UNITED STATES OF AMERICA;RENO/INTL, NV;72488;266779;1961-1990;Mean Monthly Value;mm;27.2;25.1;18.0;9.7;17.5;11.7;7.1;8.1;9.9;9.7;22.1;25.1;191.2
UNITED STATES OF AMERICA;STOCKTON, CA;72492;48558;1961-1990;Mean Monthly Value;mm;72.1;50.0;55.1;27.4;6.6;2.0;1.5;1.8;8.9;20.1;55.1;53.6;354.2
UNITED STATES OF AMERICA;SAN FRANCISCO/INTERNATIONAL A,CA;72494;47769;1961-1990;Mean Monthly Value;mm;110.5;80.5;77.7;34.8;4.8;2.8;.8;1.3;5.1;31.0;72.6;78.5;500.4
UNITED STATES OF AMERICA;NEWARK/INT'L ARPT NJ;72502;286026;1961-1990;Mean Monthly Value;mm;86.1;77.2;98.3;97.5;104.9;81.8;114.3;99.3;93.0;77.5;99.3;87.6;1116.8
UNITED STATES OF AMERICA;NEW YORK/LAGUARDIA ARPT NY;72503;305811;1961-1990;Mean Monthly Value;mm;77.2;72.6;91.4;96.3;97.0;90.7;103.4;95.3;86.1;76.7;96.8;86.4;1069.9
UNITED STATES OF AMERICA;BRIDGEPORT/SIKORSKY MEMORIAL CT;72504;60806;1961-1990;Mean Monthly Value;mm;82.3;76.5;95.3;95.3;99.8;87.9;96.0;82.6;78.0;79.0;96.8;88.9;1058.4
UNITED STATES OF AMERICA;BLOCK ISLAND WSO AP, RI;72505;370896;1961-1990;Mean Monthly Value;mm;85.3;82.3;93.2;95.5;89.9;76.5;68.3;82.0;79.5;77.5;104.6;100.3;1034.9
UNITED STATES OF AMERICA;PROVIDENCE/GREEN STATE, RI;72507;376698;1961-1990;Mean Monthly Value;mm;98.6;91.7;102.9;104.4;95.5;84.6;80.8;92.2;88.4;93.7;112.5;111.3;1156.6
UNITED STATES OF AMERICA;HARTFORD/BRADLEY INT'L ARPT CT;72508;63456;1961-1990;Mean Monthly Value;mm;86.6;82.0;92.2;97.8;104.6;95.3;81.0;92.7;96.3;90.7;102.6;99.3;1121.1
UNITED STATES OF AMERICA;BOSTON/LOGAN INT'L AIRPORT, MA;72509;190770;1961-1990;Mean Monthly Value;mm;91.2;91.9;93.7;91.4;82.6;78.5;72.1;82.3;77.7;83.8;107.2;101.9;1054.3
UNITED STATES OF AMERICA;WILKES-BARRE-SCRANTON, PA;72513;369705;1961-1990;Mean Monthly Value;mm;53.3;54.6;64.8;75.4;92.7;101.1;96.3;84.3;84.1;70.9;77.7;63.8;919.0
UNITED STATES OF AMERICA;WILLIAMSPORT, PA;72514;369728;1961-1990;Mean Monthly Value;mm;64.5;70.1;81.0;82.0;98.0;109.7;101.1;86.1;86.1;83.8;94.7;77.0;1034.1
UNITED STATES OF AMERICA;BINGHAMTON/EDWIN A LINK FIELD,NY;72515;300687;1961-1990;Mean Monthly Value;mm;61.0;59.2;71.6;79.5;85.3;91.4;88.9;85.3;84.3;73.4;83.3;76.2;939.4
UNITED STATES OF AMERICA;ALLENTOWN/A.-BETHLEHEM, PA;72517;360106;1961-1990;Mean Monthly Value;mm;80.3;74.9;83.3;89.4;106.7;95.3;105.2;108.7;99.8;74.7;98.6;88.6;1105.5
UNITED STATES OF AMERICA;ALBANY/ALBANY COUNTY, NY;72518;300042;1961-1990;Mean Monthly Value;mm;59.9;57.7;74.4;75.9;86.6;91.9;80.8;88.1;74.9;71.9;82.0;74.4;918.5
UNITED STATES OF AMERICA;SYRACUSE/HANCOCK INT'L ARPT NY;72519;308383;1961-1990;Mean Monthly Value;mm;59.4;54.6;70.4;84.6;83.3;96.3;96.8;89.2;96.3;82.3;94.5;81.3;989.0
UNITED STATES OF AMERICA;PITTSBURGH/GR PITTSBURGH INTL,PA;72520;366993;1961-1990;Mean Monthly Value;mm;64.5;60.7;86.6;80.0;91.2;94.2;95.3;81.5;75.4;59.9;72.4;74.2;935.9
UNITED STATES OF AMERICA;AKRON/AKRON-CANTON REGIONAL, OH;72521;330058;1961-1990;Mean Monthly Value;mm;54.9;56.6;84.6;80.3;94.7;80.8;103.6;84.3;84.3;59.7;76.5;74.9;935.2
UNITED STATES OF AMERICA;CLEVELAND/HOPKINS INTL AP, OH;72524;331657;1961-1990;Mean Monthly Value;mm;51.8;55.6;73.9;79.8;88.6;94.0;89.4;86.4;87.4;64.5;80.5;78.5;930.4
UNITED STATES OF AMERICA;YOUNGSTOWN/WSO AP OH;72525;339406;1961-1990;Mean Monthly Value;mm;54.1;51.6;79.0;77.7;89.4;100.1;103.4;84.3;88.4;66.5;79.0;74.4;947.9
UNITED STATES OF AMERICA;ERIE/INT'L ARPT PA;72526;362682;1961-1990;Mean Monthly Value;mm;56.4;57.9;76.2;82.3;87.4;103.9;87.1;103.1;111.5;95.8;102.1;91.2;1054.9
UNITED STATES OF AMERICA;BUFFALO/GREATER BUFFALO, NY;72528;301012;1961-1990;Mean Monthly Value;mm;68.6;58.7;68.1;72.9;79.8;90.2;78.2;105.9;88.6;78.5;97.3;93.2;980.0
UNITED STATES OF AMERICA;ROCHESTER/ROCHESTER-MONROE CO,NY;72529;307167;1961-1990;Mean Monthly Value;mm;52.8;53.3;57.9;66.3;69.1;76.2;68.8;86.4;75.4;62.0;74.2;69.3;811.7
UNITED STATES OF AMERICA;CHICAGO/0'HARE, IL;72530;111549;1961-1990;Mean Monthly Value;mm;38.9;34.5;68.3;92.5;84.3;96.0;93.0;107.2;97.0;61.2;74.2;62.7;909.8
UNITED STATES OF AMERICA;PEORIA/GREATER PEORIA ARPT IL;72532;116711;1961-1990;Mean Monthly Value;mm;38.4;36.1;73.9;95.8;94.0;101.3;106.7;78.7;98.3;67.3;68.3;62.0;920.8
UNITED STATES OF AMERICA;FORT WAYNE/MUNICIPAL, IN;72533;123037;1961-1990;Mean Monthly Value;mm;47.5;48.5;73.7;85.9;87.4;91.2;87.6;85.6;67.8;63.2;70.9;73.4;882.7
UNITED STATES OF AMERICA;SOUTH BEND/ST.JOSEPH COUNTY, IN;72535;128187;1961-1990;Mean Monthly Value;mm;56.6;48.3;78.7;97.0;81.8;104.4;97.0;93.2;91.9;78.2;83.1;83.8;994.0
UNITED STATES OF AMERICA;TOLEDO/EXPRESS, OH;72536;338357;1961-1990;Mean Monthly Value;mm;44.4;43.9;67.6;75.2;73.9;95.3;83.1;82.6;72.4;53.3;71.4;74.4;837.5
UNITED STATES OF AMERICA;DETROIT/METROPOLITAN ARPT MI;72537;202103;1961-1990;Mean Monthly Value;mm;44.7;44.2;64.8;74.9;74.2;91.7;80.8;87.1;73.4;53.3;67.8;71.6;828.5
UNITED STATES OF AMERICA;SPICKARD 7 W, MO;72540;237963;1961-1990;Mean Monthly Value;mm;29.0;22.4;66.0;85.3;116.1;102.1;110.0;99.1;115.3;85.6;52.1;41.9;924.9
UNITED STATES OF AMERICA;ROCKFORD/WSO AP IL;72543;117382;1961-1990;Mean Monthly Value;mm;32.5;29.0;62.5;92.7;93.0;114.8;104.6;105.4;96.5;73.2;65.3;52.1;921.6
UNITED STATES OF AMERICA;MOLINE/QUAD CITY, IL;72544;115751;1961-1990;Mean Monthly Value;mm;39.1;31.2;75.7;99.1;109.2;108.5;125.7;107.2;102.1;74.4;63.8;56.6;992.6
UNITED STATES OF AMERICA;DES MOINES/MUNICIPAL, IA;72546;132203;1961-1990;Mean Monthly Value;mm;24.4;28.2;59.2;85.3;93.0;113.3;96.0;106.7;89.7;66.5;45.5;33.5;841.3
UNITED STATES OF AMERICA;DUBUQUE/MUNICIPAL, IA;72547;132367;1961-1990;Mean Monthly Value;mm;32.0;33.5;73.4;94.5;108.2;104.9;102.1;119.1;118.6;69.3;68.8;49.8;974.2
UNITED STATES OF AMERICA;OMAHA,EPPLEY FIELD, NE;72550;256255;1961-1990;Mean Monthly Value;mm;18.8;19.6;51.8;67.6;114.8;98.3;89.2;82.3;94.5;57.9;37.8;25.9;758.5
UNITED STATES OF AMERICA;LINCOLN/MUNICIPAL ARPT NE;72551;254795;1961-1990;Mean Monthly Value;mm;13.7;18.3;53.1;70.1;99.1;98.8;81.3;86.6;88.4;53.8;32.3;22.4;717.9
UNITED STATES OF AMERICA;GRAND ISLAND, NE;72552;253395;1961-1990;Mean Monthly Value;mm;11.7;18.3;48.0;63.5;97.0;99.3;71.9;71.6;72.4;34.3;26.4;18.0;632.4
UNITED STATES OF AMERICA;OMAHA/NORTH, NE;72553;256260;1961-1990;Mean Monthly Value;mm;16.5;19.8;54.1;69.6;110.7;99.1;83.1;81.8;92.7;61.2;34.3;23.6;746.5
UNITED STATES OF AMERICA;NORFOLK/KARL STEFAN, NE;72556;255995;1961-1990;Mean Monthly Value;mm;13.2;19.6;47.2;58.2;93.5;113.3;81.8;64.8;62.2;40.6;25.7;18.8;638.9
UNITED STATES OF AMERICA;SIOUX CITY/MUNICIPAL, IA;72557;137708;1961-1990;Mean Monthly Value;mm;14.0;18.0;49.8;59.4;93.2;94.2;83.1;75.4;73.2;49.3;27.4;19.8;656.8
UNITED STATES OF AMERICA;NORTH PLATTE/LEE BIRD FLD NE;72562;256065;1961-1990;Mean Monthly Value;mm;9.1;10.9;30.5;50.5;87.1;85.6;77.7;44.2;40.9;24.9;16.8;11.9;490.1
UNITED STATES OF AMERICA;SCOTTSBLUFF/COUNTY ARPT NE;72566;257665;1961-1990;Mean Monthly Value;mm;12.7;11.9;27.7;40.1;70.4;67.1;52.3;27.2;27.9;20.6;15.7;14.2;387.8
UNITED STATES OF AMERICA;VALENTINE/WSO AP NE;72567;258760;1961-1990;Mean Monthly Value;mm;7.4;10.9;26.4;42.4;80.3;73.4;77.7;57.9;38.9;23.1;15.2;9.4;463.0
UNITED STATES OF AMERICA;CASPER/WSO AP WY;72569;481570;1961-1990;Mean Monthly Value;mm;14.0;15.2;24.1;39.6;54.1;37.1;32.0;17.0;23.9;24.6;19.6;16.8;318.0
UNITED STATES OF AMERICA;SALT LAKE CITY/INTL, UT;72572;427598;1961-1990;Mean Monthly Value;mm;28.2;31.2;48.5;53.8;45.7;23.6;20.6;21.8;32.5;36.6;32.8;35.6;410.9
UNITED STATES OF AMERICA;LANDER/HUNT, WY;72576;485390;1961-1990;Mean Monthly Value;mm;12.2;14.5;29.2;52.8;58.9;37.1;20.6;13.5;27.9;28.7;20.3;14.7;330.4
UNITED STATES OF AMERICA;POCATELLO/MUNICIPAL ARPT ID;72578;107211;1961-1990;Mean Monthly Value;mm;26.4;23.4;32.0;30.5;34.3;25.9;16.5;17.0;21.6;23.1;29.5;28.2;308.4
UNITED STATES OF AMERICA;WINNEMUCCA/MUNICIPAL, NV;72583;269171;1961-1990;Mean Monthly Value;mm;18.8;15.7;19.8;21.3;21.1;21.8;6.9;11.4;10.2;15.7;23.9;22.4;209.0
UNITED STATES OF AMERICA;REDDING WSO, CA;72592;47304;1961-1990;Mean Monthly Value;mm;153.9;113.0;111.3;52.8;32.3;14.2;4.3;11.7;23.1;56.9;132.3;140.0;845.8
UNITED STATES OF AMERICA;EUREKA/WSO CITY CA;72594;42910;1961-1990;Mean Monthly Value;mm;152.4;120.1;135.1;73.2;36.6;13.0;3.3;12.2;22.6;67.8;163.6;153.4;953.3
UNITED STATES OF AMERICA;PORTLAND/INT'L JETPORT ME;72606;176905;1961-1990;Mean Monthly Value;mm;89.7;84.6;93.2;103.6;91.9;87.4;78.5;72.9;78.5;99.1;131.3;115.6;1126.3
UNITED STATES OF AMERICA;EASTPORT, ME;72608;172426;1961-1990;Mean Monthly Value;mm;92.2;80.0;86.6;89.9;98.6;78.2;76.7;76.7;91.4;95.5;119.9;115.8;1101.5
UNITED STATES OF AMERICA;MOUNT WASHINGTON, NH;72613;275639;1961-1990;Mean Monthly Value;mm;201.7;217.4;227.8;207.5;190.8;198.6;179.8;209.3;187.5;182.6;263.7;246.9;2513.6
UNITED STATES OF AMERICA;SAINT JOHNSBURY, VT;72614;437054;1961-1990;Mean Monthly Value;mm;58.4;53.8;62.5;69.3;82.8;97.5;93.2;101.1;78.7;78.5;87.6;81.5;944.9
UNITED STATES OF AMERICA;BURLINGTON/ETHAN ALLEN AIRPOR,VT;72617;431081;1961-1990;Mean Monthly Value;mm;46.2;41.4;56.6;70.1;79.2;88.1;92.7;103.1;83.8;73.2;79.5;61.5;875.4
UNITED STATES OF AMERICA;GRAND RAPIDS/KENT CO INT'L AR,MI;72635;203333;1961-1990;Mean Monthly Value;mm;46.5;36.1;66.8;85.6;79.5;93.5;81.0;90.7;107.7;71.4;84.3;72.4;915.5
UNITED STATES OF AMERICA;MUSKEGON/COUNTY ARPT MI;72636;205712;1961-1990;Mean Monthly Value;mm;59.4;37.8;63.8;73.7;66.0;59.7;53.3;86.6;98.6;71.1;80.0;77.0;827.0
UNITED STATES OF AMERICA;FLINT/BISHOP, MI;72637;202846;1961-1990;Mean Monthly Value;mm;35.3;32.5;54.9;74.7;67.3;81.5;68.8;88.6;90.4;55.4;66.0;53.6;769.0
UNITED STATES OF AMERICA;HOUGHTON LAKE, MI;72638;203936;1961-1990;Mean Monthly Value;mm;38.1;29.5;51.3;56.4;65.3;76.7;65.5;85.6;86.6;55.4;57.7;49.5;717.6
UNITED STATES OF AMERICA;ALPENA/PHELPS COLLINS AP MI;72639;200164;1961-1990;Mean Monthly Value;mm;41.7;32.8;53.6;57.2;69.6;77.2;74.2;86.4;79.0;53.3;55.9;51.6;732.5
UNITED STATES OF AMERICA;MILWAUKEE/GEN. MITCHELL, WI;72640;475479;1961-1990;Mean Monthly Value;mm;40.6;36.8;67.8;88.9;72.1;82.3;88.1;89.7;85.9;61.2;63.8;59.2;836.4
UNITED STATES OF AMERICA;MADISON/DANE CO REGIONAL ARPT,WI;72641;474961;1961-1990;Mean Monthly Value;mm;27.2;27.4;55.1;72.6;79.8;93.0;86.1;102.6;85.6;55.1;53.1;46.7;784.3
UNITED STATES OF AMERICA;LA CROSSE/MUNICIPAL AP, WI;72643;474370;1961-1990;Mean Monthly Value;mm;23.6;22.9;50.3;73.2;82.8;99.1;96.3;99.6;96.3;55.9;43.9;32.3;776.2
UNITED STATES OF AMERICA;ROCHESTER/MUNICIPAL, MN;72644;217004;1961-1990;Mean Monthly Value;mm;19.8;18.8;45.2;69.3;86.4;94.5;106.7;98.6;88.1;58.9;40.9;26.2;753.4
UNITED STATES OF AMERICA;GREEN BAY/A.-STRAUBEL, WI;72645;473269;1961-1990;Mean Monthly Value;mm;29.2;26.2;52.1;61.0;71.6;86.1;78.7;88.9;88.1;56.6;54.9;38.9;732.3
UNITED STATES OF AMERICA;SIOUX FALLS/FOSS FIELD, SD;72651;397667;1961-1990;Mean Monthly Value;mm;13.0;16.3;41.7;64.0;77.0;86.4;68.1;72.4;76.7;45.2;27.7;17.8;606.3
UNITED STATES OF AMERICA;HURON/HURON REGIONAL, SD;72654;394127;1961-1990;Mean Monthly Value;mm;10.4;17.3;42.2;53.1;72.9;85.1;67.8;50.0;43.7;37.3;18.3;11.9;510.0
UNITED STATES OF AMERICA;ST. CLOUD/WHITNEY, MN;72655;217294;1961-1990;Mean Monthly Value;mm;18.8;16.0;35.8;59.7;80.3;116.8;79.0;100.6;80.3;56.1;32.3;21.1;696.8
UNITED STATES OF AMERICA;MINNEAPOLIS/INT'L ARPT MN;72658;215435;1961-1990;Mean Monthly Value;mm;24.1;22.4;49.3;61.5;86.1;102.9;89.7;91.9;69.1;55.6;39.4;27.4;719.4
UNITED STATES OF AMERICA;ABERDEEN/REGIONAL ARPT SD;72659;390020;1961-1990;Mean Monthly Value;mm;9.4;11.9;34.0;49.5;61.2;80.0;69.8;54.1;47.2;28.4;15.0;10.4;470.9
UNITED STATES OF AMERICA;RAPID CITY/REGIONAL ARPT SD;72662;396937;1961-1990;Mean Monthly Value;mm;9.9;13.2;26.2;48.0;68.1;77.7;51.8;42.4;31.2;27.9;14.2;11.9;422.5
UNITED STATES OF AMERICA;SHERIDAN/COUNTY, WY;72666;488155;1961-1990;Mean Monthly Value;mm;18.5;16.3;24.6;43.7;60.7;57.2;22.4;20.8;34.8;30.0;21.1;17.8;367.9
UNITED STATES OF AMERICA;BILLINGS/LOGAN INT'L ARPT MT;72677;240807;1961-1990;Mean Monthly Value;mm;22.9;16.3;29.5;44.2;65.3;50.5;23.9;25.7;34.5;29.0;21.3;20.1;383.2
UNITED STATES OF AMERICA;BOISE/AIR TERMINAL ID;72681;101022;1961-1990;Mean Monthly Value;mm;36.8;27.2;32.8;31.5;27.4;20.6;8.9;10.9;20.3;19.0;37.6;34.5;307.5
UNITED STATES OF AMERICA;PENDLETON, OR;72688;356546;1961-1990;Mean Monthly Value;mm;38.4;29.0;29.5;26.4;25.1;16.3;8.9;13.5;15.0;21.8;40.1;41.4;305.4
UNITED STATES OF AMERICA;EUGENE/MAHLON SWEET ARPT OR;72693;352709;1961-1990;Mean Monthly Value;mm;200.9;143.3;140.2;79.0;54.9;36.3;13.0;27.4;42.4;86.6;211.3;218.7;1254.0
UNITED STATES OF AMERICA;SALEM, OR;72694;357500;1961-1990;Mean Monthly Value;mm;150.4;114.3;105.9;61.5;47.8;34.0;14.2;19.3;39.4;75.7;159.5;172.7;994.7
UNITED STATES OF AMERICA;PORTLAND OR;72698;356751;1961-1990;Mean Monthly Value;mm;135.9;97.8;90.4;60.7;52.3;37.6;16.0;27.7;44.4;67.8;135.6;155.7;921.9
UNITED STATES OF AMERICA;CARIBOU/MUNICIPAL, ME;72712;171175;1961-1990;Mean Monthly Value;mm;61.5;48.8;61.7;62.2;78.0;73.9;101.9;103.4;87.6;78.7;90.2;81.8;929.7
UNITED STATES OF AMERICA;SAULT STE. MARIE, MI;72734;207366;1961-1990;Mean Monthly Value;mm;61.5;44.2;58.4;59.7;68.8;79.8;68.8;91.7;93.7;82.0;87.6;73.2;869.4
UNITED STATES OF AMERICA;MARQUETTE/FAA ARPT MI;72743;205184;1961-1990;Mean Monthly Value;mm;55.1;43.9;70.4;67.1;77.0;88.4;73.2;86.6;103.6;91.7;73.4;66.3;896.7
UNITED STATES OF AMERICA;DULUTH/WSO AP MN;72745;212248;1961-1990;Mean Monthly Value;mm;31.0;20.3;48.5;57.2;77.0;97.0;91.7;101.3;97.5;63.2;45.7;31.5;761.9
UNITED STATES OF AMERICA;INTERNATIONAL FALLS/INT'L ARP,MN;72747;214026;1961-1990;Mean Monthly Value;mm;22.4;16.0;26.9;40.1;62.7;99.8;91.2;79.0;80.0;50.0;29.2;21.3;618.6
UNITED STATES OF AMERICA;FARGO/WSO AP ND;72753;322859;1961-1990;Mean Monthly Value;mm;17.0;11.4;26.9;46.2;62.2;71.6;68.6;61.7;50.5;42.7;18.5;16.5;493.8
UNITED STATES OF AMERICA;BISMARCK/MUNICIPAL, ND;72764;320819;1961-1990;Mean Monthly Value;mm;11.4;10.9;19.6;42.4;55.4;69.1;54.4;43.7;37.8;22.9;12.4;13.0;393.0
UNITED STATES OF AMERICA;WILLISTON/SLOULIN FIELD, ND;72767;329425;1961-1990;Mean Monthly Value;mm;13.5;10.7;17.5;32.5;50.5;57.9;53.3;31.8;33.8;19.6;11.4;14.7;347.2
UNITED STATES OF AMERICA;GLASGOW/INT'L ARPT MT;72768;243558;1961-1990;Mean Monthly Value;mm;9.4;6.9;10.4;17.5;45.0;53.6;43.7;34.3;25.4;15.5;7.1;9.7;278.5
UNITED STATES OF AMERICA;HELENA/COUNTY-CITY, MT;72772;244055;1961-1990;Mean Monthly Value;mm;16.0;10.4;18.5;24.6;45.2;47.5;27.9;32.8;29.2;15.2;12.2;15.0;294.5
UNITED STATES OF AMERICA;MISSOULA/JOHNSON-BELL FIELD, MT;72773;245745;1961-1990;Mean Monthly Value;mm;31.5;20.1;24.6;24.4;45.2;45.2;23.1;30.5;28.4;18.8;20.6;29.5;341.9
UNITED STATES OF AMERICA;GREAT FALLS/INT'L ARPT MT;72775;243751;1961-1990;Mean Monthly Value;mm;23.1;14.5;27.9;35.8;64.0;60.7;31.5;39.1;31.5;19.8;16.8;21.6;386.3
UNITED STATES OF AMERICA;KALISPELL MT;72779;244558;1961-1990;Mean Monthly Value;mm;38.9;27.9;25.9;27.9;47.5;56.1;28.4;35.6;32.0;22.1;33.0;43.9;419.2
UNITED STATES OF AMERICA;YAKIMA/YAKIMA AIR TERMINAL, WA;72781;459465;1961-1990;Mean Monthly Value;mm;30.7;18.8;17.0;12.7;11.4;13.5;4.1;10.2;10.2;11.9;26.2;35.8;202.5
UNITED STATES OF AMERICA;LEWISTON/WSO AP ID;72783;105241;1961-1990;Mean Monthly Value;mm;32.5;22.6;27.7;28.7;33.3;31.8;17.0;19.8;19.8;22.9;29.2;30.5;315.8
UNITED STATES OF AMERICA;SPOKANE/INTL, WA;72785;457938;1961-1990;Mean Monthly Value;mm;50.3;37.8;37.8;30.0;35.8;32.0;17.0;18.3;18.5;25.1;54.6;61.5;418.7
UNITED STATES OF AMERICA;ASTORIA/CLATSOP, OR;72791;350328;1961-1990;Mean Monthly Value;mm;254.0;192.8;179.6;116.8;76.7;61.0;29.2;33.8;73.9;145.5;255.3;268.0;1686.6
UNITED STATES OF AMERICA;OLYMPIA, WA;72792;456114;1961-1990;Mean Monthly Value;mm;203.5;146.6;125.7;83.6;53.1;41.4;20.8;32.8;57.4;109.5;204.5;206.2;1285.1
UNITED STATES OF AMERICA;SEATTLE/SEATTLE-TACOMA INTL A,WA;72793;457473;1961-1990;Mean Monthly Value;mm;136.7;101.3;89.9;59.2;43.2;38.1;19.3;29.0;47.8;82.0;148.1;150.1;944.7
UNITED STATES OF AMERICA;MILES CITY FAA AP, MT;74230;245690;1961-1990;Mean Monthly Value;mm;14.0;11.4;15.7;34.5;57.7;70.4;39.4;29.2;32.3;22.9;13.7;16.3;357.5
UNITED STATES OF AMERICA;NEW YORK/JFK, NY;74486;305803;1961-1990;Mean Monthly Value;mm;80.5;76.7;91.2;99.1;96.5;92.7;96.5;86.6;83.8;73.2;92.7;86.9;1056.4
UNITED STATES OF AMERICA;MILTON/BLUE HILL OBSERVATORY MA;74492;190736;1961-1990;Mean Monthly Value;mm;105.4;109.5;112.0;102.9;96.5;87.1;88.6;99.6;97.0;100.1;125.0;119.6;1243.3
UNITED STATES OF AMERICA;SAN JUAN/ISLA VERDE INT'L ARP,PR;78526;668812;1961-1990;Mean Monthly Value;mm;71.4;54.6;59.7;95.5;150.6;101.6;111.0;135.1;134.1;145.0;150.9;119.9;1329.4
